word,rank,freq
"hope",255,4.6090111527351263e-4
"best",256,4.6090111527351263e-4
"thats",257,4.448231693918785e-4
"morning",258,4.448231693918785e-4
"together",259,4.3946385409800046e-4
"question",260,4.3946385409800046e-4
"drummle",261,4.3946385409800046e-4
"black",262,4.3946385409800046e-4
"against",263,4.3946385409800046e-4
"money",264,4.341045388041224e-4
"held",265,4.341045388041224e-4
"hair",266,4.341045388041224e-4
"open",267,4.2874522351024435e-4
"next",268,4.2874522351024435e-4
"london",269,4.233859082163663e-4
"words",270,4.1802659292248823e-4
"new",271,4.1802659292248823e-4
"case",272,4.1802659292248823e-4
"poor",273,4.126672776286102e-4
"havishams",274,4.073079623347321e-4
"set",275,4.0194864704085406e-4
"among",276,4.0194864704085406e-4
"behind",277,3.96589331746976e-4
"mean",278,3.9123001645309795e-4
"lay",279,3.9123001645309795e-4
"else",280,3.9123001645309795e-4
"ask",281,3.9123001645309795e-4
"keep",282,3.858707011592199e-4
"bed",283,3.858707011592199e-4
"low",284,3.8051138586534184e-4
"enough",285,3.8051138586534184e-4
"dark",286,3.8051138586534184e-4
"stopped",287,3.751520705714638e-4
"mine",288,3.751520705714638e-4
"arm",289,3.751520705714638e-4
"people",290,3.697927552775857e-4
"passed",291,3.697927552775857e-4
"state",292,3.6443343998370767e-4
"evening",293,3.590741246898296e-4
"dinner",294,3.590741246898296e-4
"present",295,3.5371480939595156e-4
"o",296,3.5371480939595156e-4
"near",297,3.5371480939595156e-4
"making",298,3.5371480939595156e-4
"days",299,3.5371480939595156e-4
"taking",300,3.483554941020735e-4
"replied",301,3.483554941020735e-4
"provis",302,3.483554941020735e-4
"fellow",303,3.483554941020735e-4
"window",304,3.4299617880819544e-4
"sure",305,3.4299617880819544e-4
"gate",306,3.4299617880819544e-4
"work",307,3.376368635143174e-4
"wanted",308,3.376368635143174e-4
"leave",309,3.376368635143174e-4
"friend",310,3.376368635143174e-4
"chapter",311,3.376368635143174e-4
"called",312,3.376368635143174e-4
"business",313,3.376368635143174e-4
"town",314,3.3227754822043933e-4
"find",315,3.3227754822043933e-4
"reason",316,3.2691823292656133e-4
"kitchen",317,3.2691823292656133e-4
"kept",318,3.2691823292656133e-4
"indeed",319,3.2691823292656133e-4
"hear",320,3.2691823292656133e-4
"few",321,3.2691823292656133e-4
"whole",322,3.2155891763268327e-4
"walk",323,3.2155891763268327e-4
"voice",324,3.2155891763268327e-4
"love",325,3.2155891763268327e-4
"four",326,3.2155891763268327e-4
"doubt",327,3.2155891763268327e-4
"cried",328,3.2155891763268327e-4
"coach",329,3.2155891763268327e-4
"became",330,3.2155891763268327e-4
"water",331,3.161996023388052e-4
"street",332,3.161996023388052e-4
"person",333,3.161996023388052e-4
"kind",334,3.161996023388052e-4
"hold",335,3.161996023388052e-4
"hard",336,3.161996023388052e-4
"woman",337,3.1084028704492716e-4
"stairs",338,3.1084028704492716e-4
"river",339,3.1084028704492716e-4
"office",340,3.1084028704492716e-4
"believe",341,3.1084028704492716e-4
"years",342,3.054809717510491e-4
"within",343,3.054809717510491e-4
"didnt",344,3.054809717510491e-4
"appeared",345,3.054809717510491e-4
"aged",346,3.054809717510491e-4
"white",347,3.0012165645717105e-4
"strong",348,3.0012165645717105e-4
"read",349,3.0012165645717105e-4
"point",350,3.0012165645717105e-4
"joes",351,3.0012165645717105e-4
"high",352,3.0012165645717105e-4
"help",353,3.0012165645717105e-4
"call",354,3.0012165645717105e-4
"answered",355,3.0012165645717105e-4
"aint",356,3.0012165645717105e-4
"youre",357,2.94762341163293e-4
"nor",358,2.94762341163293e-4
"laid",359,2.94762341163293e-4
"lady",360,2.94762341163293e-4
"fell",361,2.94762341163293e-4
"father",362,2.94762341163293e-4
"things",363,2.8940302586941493e-4
"shoulder",364,2.8940302586941493e-4
"says",365,2.8940302586941493e-4
"rest",366,2.8940302586941493e-4
"five",367,2.8940302586941493e-4
"company",368,2.8940302586941493e-4
"child",369,2.8940302586941493e-4
"understand",370,2.840437105755369e-4
"suppose",371,2.840437105755369e-4
"speak",372,2.840437105755369e-4
"pretty",373,2.840437105755369e-4
"however",374,2.840437105755369e-4
"marshes",375,2.786843952816588e-4
"large",376,2.786843952816588e-4
"handel",377,2.786843952816588e-4
"everything",378,2.786843952816588e-4
"bad",379,2.786843952816588e-4
"yourself",380,2.7332507998778077e-4
"wall",381,2.7332507998778077e-4
"tried",382,2.7332507998778077e-4
"theres",383,2.7332507998778077e-4
"orlick",384,2.7332507998778077e-4
"men",385,2.7332507998778077e-4
"idea",386,2.7332507998778077e-4
"forge",387,2.7332507998778077e-4
"corner",388,2.7332507998778077e-4
"certain",389,2.7332507998778077e-4
"alone",390,2.7332507998778077e-4
"subject",391,2.679657646939027e-4
"short",392,2.679657646939027e-4
"garden",393,2.6260644940002465e-4
"em",394,2.6260644940002465e-4
"dress",395,2.6260644940002465e-4
"dead",396,2.6260644940002465e-4
"clothes",397,2.6260644940002465e-4
"turn",398,2.572471341061466e-4
"occasion",399,2.572471341061466e-4
"matter",400,2.572471341061466e-4
"eye",401,2.572471341061466e-4
"end",402,2.572471341061466e-4
"cold",403,2.572471341061466e-4
"boat",404,2.572471341061466e-4
"wish",405,2.5188781881226854e-4
"small",406,2.5188781881226854e-4
"saying",407,2.5188781881226854e-4
"getting",408,2.5188781881226854e-4
"country",409,2.5188781881226854e-4
"compeyson",410,2.5188781881226854e-4
"circumstances",411,2.5188781881226854e-4
"breakfast",412,2.5188781881226854e-4
"answer",413,2.5188781881226854e-4
"along",414,2.5188781881226854e-4
"used",415,2.465285035183905e-4
"standing",416,2.465285035183905e-4
"repeated",417,2.465285035183905e-4
"putting",418,2.465285035183905e-4
"property",419,2.465285035183905e-4
"perhaps",420,2.465285035183905e-4
"mouth",421,2.465285035183905e-4
"known",422,2.465285035183905e-4
"guardian",423,2.465285035183905e-4
"glad",424,2.465285035183905e-4
"close",425,2.465285035183905e-4
"book",426,2.465285035183905e-4
"whose",427,2.4116918822451243e-4
"walked",428,2.4116918822451243e-4
"uncle",429,2.4116918822451243e-4
"remember",430,2.4116918822451243e-4
"quiet",431,2.4116918822451243e-4
"hour",432,2.4116918822451243e-4
"dropped",433,2.4116918822451243e-4
"doing",434,2.4116918822451243e-4
"cant",435,2.4116918822451243e-4
"arms",436,2.4116918822451243e-4
"wouldnt",437,2.3580987293063437e-4
"wind",438,2.3580987293063437e-4
"true",439,2.3580987293063437e-4
"strange",440,2.3580987293063437e-4
"ready",441,2.3580987293063437e-4
"each",442,2.3580987293063437e-4
"almost",443,2.3580987293063437e-4
"across",444,2.3580987293063437e-4
"account",445,2.3580987293063437e-4
"struck",446,2.3045055763675631e-4
"sort",447,2.3045055763675631e-4
"sometimes",448,2.3045055763675631e-4
"glass",449,2.3045055763675631e-4
"youll",450,2.2509124234287829e-4
"wont",451,2.2509124234287829e-4
"turning",452,2.2509124234287829e-4
"presently",453,2.2509124234287829e-4
"iron",454,2.2509124234287829e-4
"herself",455,2.2509124234287829e-4
"chap",456,2.2509124234287829e-4
"appearance",457,2.2509124234287829e-4
"afterwards",458,2.2509124234287829e-4
"twenty",459,2.1973192704900023e-4
"sent",460,2.1973192704900023e-4
"really",461,2.1973192704900023e-4
"opened",462,2.1973192704900023e-4
"less",463,2.1973192704900023e-4
"least",464,2.1973192704900023e-4
"given",465,2.1973192704900023e-4
"change",466,2.1973192704900023e-4
"afraid",467,2.1973192704900023e-4
"seeing",468,2.1437261175512217e-4
"post",469,2.1437261175512217e-4
"leg",470,2.1437261175512217e-4
"couldnt",471,2.1437261175512217e-4
"convict",472,2.1437261175512217e-4
"ah",473,2.1437261175512217e-4
"sitting",474,2.0901329646124412e-4
"show",475,2.0901329646124412e-4
"mother",476,2.0901329646124412e-4
"lost",477,2.0901329646124412e-4
"letter",478,2.0901329646124412e-4
"late",479,2.0901329646124412e-4
"im",480,2.0901329646124412e-4
"hours",481,2.0901329646124412e-4
"ground",482,2.0901329646124412e-4
"friends",483,2.0901329646124412e-4
"figure",484,2.0901329646124412e-4
"family",485,2.0901329646124412e-4
"church",486,2.0901329646124412e-4
"boots",487,2.0901329646124412e-4
"already",488,2.0901329646124412e-4
"world",489,2.0365398116736606e-4
"ran",490,2.0365398116736606e-4
"play",491,2.0365398116736606e-4
"piece",492,2.0365398116736606e-4
"either",493,2.0365398116736606e-4
"cut",494,2.0365398116736606e-4
"clear",495,2.0365398116736606e-4
"added",496,2.0365398116736606e-4
"use",497,1.98294665873488e-4
"slowly",498,1.98294665873488e-4
"shook",499,1.98294665873488e-4
"sergeant",500,1.98294665873488e-4
"secret",501,1.98294665873488e-4
"received",502,1.98294665873488e-4
"purpose",503,1.98294665873488e-4
"oh",504,1.98294665873488e-4
"none",505,1.98294665873488e-4
"happened",506,1.98294665873488e-4
"confidence",507,1.98294665873488e-4
"candle",508,1.98294665873488e-4
"attention",509,1.98294665873488e-4
"thus",510,1.9293535057960995e-4
"master",511,1.9293535057960995e-4
"joseph",512,1.9293535057960995e-4
"general",513,1.9293535057960995e-4
"floor",514,1.9293535057960995e-4
"death",515,1.9293535057960995e-4
"considered",516,1.9293535057960995e-4
"coat",517,1.9293535057960995e-4
"bring",518,1.9293535057960995e-4
"tide",519,1.875760352857319e-4
"thoughts",520,1.875760352857319e-4
"pockets",521,1.875760352857319e-4
"pipe",522,1.875760352857319e-4
"morrow",523,1.875760352857319e-4
"lying",524,1.875760352857319e-4
"lips",525,1.875760352857319e-4
"legs",526,1.875760352857319e-4
"heavy",527,1.875760352857319e-4
"gargery",528,1.875760352857319e-4
"full",529,1.875760352857319e-4
"early",530,1.875760352857319e-4
"common",531,1.875760352857319e-4
"blue",532,1.875760352857319e-4
"also",533,1.875760352857319e-4
"wine",534,1.8221671999185383e-4
"whenever",535,1.8221671999185383e-4
"pursued",536,1.8221671999185383e-4
"meant",537,1.8221671999185383e-4
"jack",538,1.8221671999185383e-4
"feet",539,1.8221671999185383e-4
"certainly",540,1.8221671999185383e-4
"cannot",541,1.8221671999185383e-4
"understood",542,1.7685740469797578e-4
"try",543,1.7685740469797578e-4
"supposed",544,1.7685740469797578e-4
"spoke",545,1.7685740469797578e-4
"red",546,1.7685740469797578e-4
"observed",547,1.7685740469797578e-4
"means",548,1.7685740469797578e-4
"further",549,1.7685740469797578e-4
"estellas",550,1.7685740469797578e-4
"touched",551,1.7149808940409772e-4
"shut",552,1.7149808940409772e-4
"pale",553,1.7149808940409772e-4
"opinion",554,1.7149808940409772e-4
"lord",555,1.7149808940409772e-4
"knowing",556,1.7149808940409772e-4
"green",557,1.7149808940409772e-4
"fact",558,1.7149808940409772e-4
"drew",559,1.7149808940409772e-4
"above",560,1.7149808940409772e-4
"able",561,1.7149808940409772e-4
"whats",562,1.6613877411021967e-4
"tone",563,1.6613877411021967e-4
"thinking",564,1.6613877411021967e-4
"proud",565,1.6613877411021967e-4
"ought",566,1.6613877411021967e-4
"nature",567,1.6613877411021967e-4
"mentioned",568,1.6613877411021967e-4
"knowledge",569,1.6613877411021967e-4
"jaggerss",570,1.6613877411021967e-4
"ive",571,1.6613877411021967e-4
"hes",572,1.6613877411021967e-4
"fingers",573,1.6613877411021967e-4
"feeling",574,1.6613877411021967e-4
"character",575,1.6613877411021967e-4
"bit",576,1.6613877411021967e-4
"usual",577,1.6077945881634164e-4
"top",578,1.6077945881634164e-4
"sunday",579,1.6077945881634164e-4
"startop",580,1.6077945881634164e-4
"sorry",581,1.6077945881634164e-4
"sense",582,1.6077945881634164e-4
"particular",583,1.6077945881634164e-4
"nodded",584,1.6077945881634164e-4
"drink",585,1.6077945881634164e-4
"does",586,1.6077945881634164e-4
"carried",587,1.6077945881634164e-4
"yard",588,1.5542014352246358e-4
"windows",589,1.5542014352246358e-4
"wemmicks",590,1.5542014352246358e-4
"village",591,1.5542014352246358e-4
"therefore",592,1.5542014352246358e-4
"sit",593,1.5542014352246358e-4
"showed",594,1.5542014352246358e-4
"safe",595,1.5542014352246358e-4
"past",596,1.5542014352246358e-4
"paper",597,1.5542014352246358e-4
"others",598,1.5542014352246358e-4
"oclock",599,1.5542014352246358e-4
"natural",600,1.5542014352246358e-4
"mere",601,1.5542014352246358e-4
"live",602,1.5542014352246358e-4
"laughed",603,1.5542014352246358e-4
"keeping",604,1.5542014352246358e-4
"hot",605,1.5542014352246358e-4
"fortune",606,1.5542014352246358e-4
"expected",607,1.5542014352246358e-4
"expectations",608,1.5542014352246358e-4
"clerk",609,1.5542014352246358e-4
"camilla",610,1.5542014352246358e-4
"bright",611,1.5542014352246358e-4
"beginning",612,1.5542014352246358e-4
"bank",613,1.5542014352246358e-4
"worse",614,1.5006082822858552e-4
"watch",615,1.5006082822858552e-4
"view",616,1.5006082822858552e-4
"terror",617,1.5006082822858552e-4
"suddenly",618,1.5006082822858552e-4
"stick",619,1.5006082822858552e-4
"stand",620,1.5006082822858552e-4
"shop",621,1.5006082822858552e-4
"ships",622,1.5006082822858552e-4
"shaking",623,1.5006082822858552e-4
"several",624,1.5006082822858552e-4
"self",625,1.5006082822858552e-4
"prison",626,1.5006082822858552e-4
"object",627,1.5006082822858552e-4
"lighted",628,1.5006082822858552e-4
"instead",629,1.5006082822858552e-4
"hat",630,1.5006082822858552e-4
"finger",631,1.5006082822858552e-4
"feel",632,1.5006082822858552e-4
"except",633,1.5006082822858552e-4
"engaged",634,1.5006082822858552e-4
"bear",635,1.5006082822858552e-4
"afternoon",636,1.5006082822858552e-4
"write",637,1.4470151293470747e-4
"week",638,1.4470151293470747e-4
"thank",639,1.4470151293470747e-4
"skiffins",640,1.4470151293470747e-4
"sight",641,1.4470151293470747e-4
"settled",642,1.4470151293470747e-4
"sarah",643,1.4470151293470747e-4
"retorted",644,1.4470151293470747e-4
"paid",645,1.4470151293470747e-4
"outside",646,1.4470151293470747e-4
"opportunity",647,1.4470151293470747e-4
"notice",648,1.4470151293470747e-4
"nose",649,1.4470151293470747e-4
"miserable",650,1.4470151293470747e-4
"minutes",651,1.4470151293470747e-4
"married",652,1.4470151293470747e-4
"led",653,1.4470151293470747e-4
"immediately",654,1.4470151293470747e-4
"hundred",655,1.4470151293470747e-4
"holding",656,1.4470151293470747e-4
"followed",657,1.4470151293470747e-4
"fast",658,1.4470151293470747e-4
"easy",659,1.4470151293470747e-4
"changed",660,1.4470151293470747e-4
"bread",661,1.4470151293470747e-4
"bound",662,1.4470151293470747e-4
"blood",663,1.4470151293470747e-4
"believed",664,1.4470151293470747e-4
"year",665,1.393421976408294e-4
"wrong",666,1.393421976408294e-4
"wretched",667,1.393421976408294e-4
"wife",668,1.393421976408294e-4
"staring",669,1.393421976408294e-4
"sound",670,1.393421976408294e-4
"shes",671,1.393421976408294e-4
"scarcely",672,1.393421976408294e-4
"run",673,1.393421976408294e-4
"road",674,1.393421976408294e-4
"resolved",675,1.393421976408294e-4
"raised",676,1.393421976408294e-4
"nine",677,1.393421976408294e-4
"necessary",678,1.393421976408294e-4
"lived",679,1.393421976408294e-4
"likely",680,1.393421976408294e-4
"id",681,1.393421976408294e-4
"greatest",682,1.393421976408294e-4
"giving",683,1.393421976408294e-4
"fur",684,1.393421976408294e-4
"expression",685,1.393421976408294e-4
"effect",686,1.393421976408294e-4
"consider",687,1.393421976408294e-4
"beautiful",688,1.393421976408294e-4
"ago",689,1.393421976408294e-4
"action",690,1.393421976408294e-4
"working",691,1.3398288234695135e-4
"wonder",692,1.3398288234695135e-4
"waiter",693,1.3398288234695135e-4
"touch",694,1.3398288234695135e-4
"till",695,1.3398288234695135e-4
"themselves",696,1.3398288234695135e-4
"temple",697,1.3398288234695135e-4
"talk",698,1.3398288234695135e-4
"stranger",699,1.3398288234695135e-4
"stop",700,1.3398288234695135e-4
"reading",701,1.3398288234695135e-4
"pumblechooks",702,1.3398288234695135e-4
"pleasant",703,1.3398288234695135e-4
"neither",704,1.3398288234695135e-4
"mention",705,1.3398288234695135e-4
"knows",706,1.3398288234695135e-4
"honor",707,1.3398288234695135e-4
"heres",708,1.3398288234695135e-4
"hardly",709,1.3398288234695135e-4
"god",710,1.3398288234695135e-4
"file",711,1.3398288234695135e-4
"everybody",712,1.3398288234695135e-4
"direction",713,1.3398288234695135e-4
"court",714,1.3398288234695135e-4
"children",715,1.3398288234695135e-4
"box",716,1.3398288234695135e-4
"bottle",717,1.3398288234695135e-4
"blacksmith",718,1.3398288234695135e-4
"beyond",719,1.3398288234695135e-4
"anybody",720,1.3398288234695135e-4
"worth",721,1.286235670530733e-4
"ways",722,1.286235670530733e-4
"waiting",723,1.286235670530733e-4
"trabb",724,1.286235670530733e-4
"tea",725,1.286235670530733e-4
"talked",726,1.286235670530733e-4
"staircase",727,1.286235670530733e-4
"soldiers",728,1.286235670530733e-4
"sleep",729,1.286235670530733e-4
"six",730,1.286235670530733e-4
"rooms",731,1.286235670530733e-4
"return",732,1.286235670530733e-4
"remembrance",733,1.286235670530733e-4
"parlor",734,1.286235670530733e-4
"neck",735,1.286235670530733e-4
"magwitch",736,1.286235670530733e-4
"living",737,1.286235670530733e-4
"length",738,1.286235670530733e-4
"information",739,1.286235670530733e-4
"gentlemen",740,1.286235670530733e-4
"fancy",741,1.286235670530733e-4
"fall",742,1.286235670530733e-4
"danger",743,1.286235670530733e-4
"curious",744,1.286235670530733e-4
"convicts",745,1.286235670530733e-4
"coarse",746,1.286235670530733e-4
"chance",747,1.286235670530733e-4
"care",748,1.286235670530733e-4
"boar",749,1.286235670530733e-4
"wore",750,1.2326425175919524e-4
"warnt",751,1.2326425175919524e-4
"walworth",752,1.2326425175919524e-4
"walking",753,1.2326425175919524e-4
"truth",754,1.2326425175919524e-4
"trabbs",755,1.2326425175919524e-4
"threw",756,1.2326425175919524e-4
"thousand",757,1.2326425175919524e-4
"straight",758,1.2326425175919524e-4
"started",759,1.2326425175919524e-4
"rum",760,1.2326425175919524e-4
"remained",761,1.2326425175919524e-4
"please",762,1.2326425175919524e-4
"note",763,1.2326425175919524e-4
"herberts",764,1.2326425175919524e-4
"happy",765,1.2326425175919524e-4
"front",766,1.2326425175919524e-4
"dressing",767,1.2326425175919524e-4
"dressed",768,1.2326425175919524e-4
"deal",769,1.2326425175919524e-4
"dare",770,1.2326425175919524e-4
"cry",771,1.2326425175919524e-4
"chambers",772,1.2326425175919524e-4
"caught",773,1.2326425175919524e-4
"broken",774,1.2326425175919524e-4
"brewery",775,1.2326425175919524e-4
"breast",776,1.2326425175919524e-4
"bless",777,1.2326425175919524e-4
"baby",778,1.2326425175919524e-4
"asleep",779,1.2326425175919524e-4
"worked",780,1.1790493646531719e-4
"wooden",781,1.1790493646531719e-4
"start",782,1.1790493646531719e-4
"speaking",783,1.1790493646531719e-4
"private",784,1.1790493646531719e-4
"possible",785,1.1790493646531719e-4
"order",786,1.1790493646531719e-4
"opposite",787,1.1790493646531719e-4
"mist",788,1.1790493646531719e-4
"meaning",789,1.1790493646531719e-4
"matthew",790,1.1790493646531719e-4
"landlord",791,1.1790493646531719e-4
"itself",792,1.1790493646531719e-4
"handkerchief",793,1.1790493646531719e-4
"grave",794,1.1790493646531719e-4
"fear",795,1.1790493646531719e-4
"evidence",796,1.1790493646531719e-4
"entered",797,1.1790493646531719e-4
"countenance",798,1.1790493646531719e-4
"conversation",799,1.1790493646531719e-4
"churchyard",800,1.1790493646531719e-4
"chimney",801,1.1790493646531719e-4
